document_id,title,categories,category_slugs,author,tags,tag_slugs,download_url,source_page
11906,Kickstarting a High Efficiency Band Program with Tech & AI,Technology,technology,Dean Surface,2026 BMR January,2026-bmr-january,https://texasbandmasters.org/wp-content/uploads/2026/01/2026_1_Surface.pdf,https://texasbandmasters.org/document-library/
8016,Kickstarting Your Jazz Band – How to get Your Band Swingin’ and Playin’ the Blues,Jazz,jazz,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_mathews.pdf,https://texasbandmasters.org/document-library/
8569,"Konko Jr/Sr High School Wind Orchestra, Okayama, Japan",Pedagogy-Ensemble,pedagogy-ensemble-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Sonoda-Yasuyuki-Konko-Wind-Orchestra-Clinic.pdf,https://texasbandmasters.org/document-library/
8017,Larry Livingston Keynote Address,Featured Clinician,featured-clinician,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_livingston_keynote.pdf,https://texasbandmasters.org/document-library/
9166,Latin Percussion Basics – The Sooner The Better,Jazz,jazz,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_davila.pdf,https://texasbandmasters.org/document-library/
7783,Laying the Foundation for Stronger Ensemble Skills,Pedagogy-Ensemble,pedagogy-ensemble-2,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_King.pdf,https://texasbandmasters.org/document-library/
9517,Laying the Foundation for Stronger Fundamentals and Ensemble Skills,Pedagogy-Ensemble,pedagogy-ensemble-2,,2010 TBA Handout,2010-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-king.pdf,https://texasbandmasters.org/document-library/
9219,Leadership Isn’t Something We Do; It Is Something We Are,Motivation/Inspiration,motivation-inspiration,,2012 BMR April,2012-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2012-04-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
10630,Learn FASTER with Batch Drill Setting & UDB,Marching Band,marching-band,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Learn-FASTER-with-Batch-Drill-Setting-UDB.pdf,https://texasbandmasters.org/document-library/
8199,Learning and Perfecting Drill with Ultimate Drill Book,Marching Band,marching-band,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Learning-and-Perfecting-Drill-with-UDB-Josh-Luke-Gall-Bryan-Christian.pdf,https://texasbandmasters.org/document-library/
9618,Learning From Each Other,Motivation/Inspiration,motivation-inspiration,,2008 BMR June,2008-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-06-dierolf1.pdf,https://texasbandmasters.org/document-library/
8144,Learning Now: Learning Forever,Motivation/Inspiration,motivation-inspiration,,2022 BMR April,2022-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_4_lautzenheiser.pdf,https://texasbandmasters.org/document-library/
8138,Learning to BAND From the Inside Out,Program Management,program-management,,2022 BMR June,2022-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_6_hazzard.pdf,https://texasbandmasters.org/document-library/
9168,Legal Concerns for the Music Educator – 2013,General,general,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_wardell.pdf,https://texasbandmasters.org/document-library/
9411,Legal Concerns for Band Directors – 2011,General,general,,2011 TBA Handout,2011-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2011_wardell.pdf,https://texasbandmasters.org/document-library/
9290,Legal Concerns for Band Directors – 2012,General,general,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_wardell.pdf,https://texasbandmasters.org/document-library/
9022,Legal Concerns for the Music Educator – 2014,General,general,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Wardell-Legal-Concerns-for-the-Music-Educator.pdf,https://texasbandmasters.org/document-library/
8829,Legal Concerns for the Music Educator – 2015,General,general,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_wardell.pdf,https://texasbandmasters.org/document-library/
8744,Legal Concerns for the Music Educator – 2016,General,general,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Wardel-Legal-Concerns-for-the-Music-Educator.pdf,https://texasbandmasters.org/document-library/
8571,Legal Concerns for the Music Educator – 2017,General,general,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Wardell-Holly-Legal-Concerns-for-the-Music-Educator.pdf,https://texasbandmasters.org/document-library/
8430,Legal Concerns for the Music Educator – 2018,General,general,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Legal-Concerns-for-the-Music-Educator-Simpson.pdf,https://texasbandmasters.org/document-library/
8201,Legal Concerns for the Music Educator-2019,General,general,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Legal-Concerns-for-the-Music-Educator-Holly-Wardell.pdf,https://texasbandmasters.org/document-library/
8018,Legal Update for Music Educators-2023,General,general,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_wardell.pdf,https://texasbandmasters.org/document-library/
10632,Legal Updates for Music Educators,General,general,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Legal-Updates-for-Music-Educators.pdf,https://texasbandmasters.org/document-library/
9591,Lessons For Beginner Horn Students,Beginner Band-Brass,beginner-band-brass-2,,2009 TBA Handout,2009-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-beck.pdf,https://texasbandmasters.org/document-library/
8961,Lessons Learned,Pedagogy,pedagogy,,2014 BMR June,2014-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2014-06-garner.pdf,https://texasbandmasters.org/document-library/
9170,Lessons Learned From the Other Side: A Discussion of Marching Band Topics from the Judge’s Perspective,Marching Band,marching-band,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_lo_mast.pdf,https://texasbandmasters.org/document-library/
9024,Lessons Learned in 50 Years of Band Directing Session 1,Pedagogy,pedagogy,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Garner-Lessons-Learned-Session-1.pdf,https://texasbandmasters.org/document-library/
9026,Lessons Learned in 50 Years of Band Directing Session 2,Pedagogy,pedagogy,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Garner-Lessons-Learned-Session-2.pdf,https://texasbandmasters.org/document-library/
9028,Lessons Learned in 50 Years of Band Directing Session 3,Pedagogy,pedagogy,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Garner-Lessons-Learned-Session-3.pdf,https://texasbandmasters.org/document-library/
11838,Let It Go! Building Student Autonomy in the Music Classroom,Motivation/Inspiration,motivation-inspiration,"Aaron Snipes , III",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Let-It-Go-Building-Student-Autonomy-in-the-Music-Classroom-Clinician-Aaron-Snipes-III.pdf,https://texasbandmasters.org/document-library/
11840,Let’s Make Music: Empowering Young Musicians in the Title 1 School,Title I,title-i,"Corey Graves , Eddie Garcia Jr , Jacob Dellinger , Jason Finnels",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Let-s-Make-Music-Empowering-in-the-Title-1-School-Clinicians-Jacob-Dellinger-Jason-Finnels-Eddie-Garcia-Jr-Corey-Graves.pdf,https://texasbandmasters.org/document-library/
8949,Let’s Play the Game “Jazz Improvisation”,Jazz,jazz,,2014 BMR December,2014-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2014-12-schneller.pdf,https://texasbandmasters.org/document-library/
12067,Let’s Take the Nonsense (Syllables) Out of Rhythm Teaching,Pedagogy,pedagogy,Dr. Carol McNabb,2004 BMR September,2004-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-09-lautzenheiser1.pdf,https://texasbandmasters.org/document-library/
8573,Let’s Talk Band! “Can You acCount on Your Ability…”?,Program Management,program-management,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Lansford-Cynthia-Mallow-Melodianne-Wine-Jolette-Lets-Talk-Band.pdf,https://texasbandmasters.org/document-library/
7785,Let’s Talk Band! Prep in the Fall for Success in the Spring,Program Management,program-management,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Lansford.pdf,https://texasbandmasters.org/document-library/
8272,Levels of Thinking,Pedagogy,pedagogy,,2019 BMR December,2019-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_12_troyka.pdf,https://texasbandmasters.org/document-library/
7971,Life in the Fast Lane,Motivation/Inspiration,motivation-inspiration,,2020 BMR September,2020-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_09_livingston.pdf,https://texasbandmasters.org/document-library/
9229,Life Is Short. Do What Matters. Six words. A Lifetime of wisdom.,Motivation/Inspiration,motivation-inspiration,,2012 BMR December,2012-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2012-12-gilmore.pdf,https://texasbandmasters.org/document-library/
12059,Listen Closely,Jazz,jazz,Robert Baca,2004 BMR December,2004-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-12-baca1.pdf,https://texasbandmasters.org/document-library/
9562,Little Steps to the Big Break,Pedagogy-Woodwind,pedagogy-woodwind-2,,2009 BMR March,2009-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-03-card.pdf,https://texasbandmasters.org/document-library/
7895,Living the Dream,Motivation/Inspiration,motivation-inspiration,,2021 BMR September,2021-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_9_sandoval.pdf,https://texasbandmasters.org/document-library/
9030,Long Term Success in a 1A School,Small School,small-school,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Idlebird-Long-Term-Success-in-a-1A-School.pdf,https://texasbandmasters.org/document-library/
9610,Looking Back,Band History,band-history,,2008 BMR December,2008-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-12-garner.pdf,https://texasbandmasters.org/document-library/
9922,Loud Playing – Soft Playing,Pedagogy,pedagogy,,2005 BMR September,2005-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-09-goff1.pdf,https://texasbandmasters.org/document-library/
7787,Love Your Job! Progressing Your Career Without Leaving Your Position,Motivation/Inspiration,motivation-inspiration,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_VanDoren.pdf,https://texasbandmasters.org/document-library/
7789,Low SES = SUCC-ESS! How to Guide ALL Students to Success,Recruiting/Retention,recruiting-retention,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Wis.pdf,https://texasbandmasters.org/document-library/
12068,Maintaining the Integrity of Our Repertoire,Conducting/Literature/Artistry,conducting-literature-artistry,Dr. Robert Rustowicz,2004 BMR September,2004-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-09-rustowicz1.pdf,https://texasbandmasters.org/document-library/
11732,Make It Happen,General,general,Christopher Yee,2025 BMR January,2025-bmr-january,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_1_Yee.pdf,https://texasbandmasters.org/document-library/
11747,MAKE IT HAPPEN,General,general,"President , Reagan Brumley",2025 BMR April,2025-bmr-april,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_4_Brumley.pdf,https://texasbandmasters.org/document-library/
11711,Make It Happen!,General,general,Reagan Brumley,2024 BMR September,2024-bmr-september,https://texasbandmasters.org/wp-content/uploads/2026/01/2024_9_Brumley.pdf,https://texasbandmasters.org/document-library/
9675,Make the English Horn a Successful Venture for the Oboist,Pedagogy-Woodwind,pedagogy-woodwind-2,,2008 TBA Handout,2008-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-bohls1.pdf,https://texasbandmasters.org/document-library/
9172,Make Warm-ups Part of Your Routine-Just Don’t Make Them Routine!,Pedagogy-Ensemble,pedagogy-ensemble-2,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_clark.pdf,https://texasbandmasters.org/document-library/
10379,Make Your Best Better!,Motivation/Inspiration,motivation-inspiration,,2024 BMR April,2024-bmr-april,https://texasbandmasters.org/wp-content/uploads/2024/04/2024_4_Little.pdf,https://texasbandmasters.org/document-library/
11762,Make Your Garden Grow: Cultivating the Beginner Band Student,Beginner Band,beginner-band,"Heather Becker , Heather McHenry , Margaret Wis",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Make-Your-Garden-Grow-Cultivating-the-Beginner-Band-Student-Clinicians-Heather-Becker-Heather-McHenry-Margaret-Wis.pdf,https://texasbandmasters.org/document-library/
8831,Making a Bigger Impact with Band in Your Community,Motivation/Inspiration,motivation-inspiration,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_kick.pdf,https://texasbandmasters.org/document-library/
8912,Making a Bigger Impact with Music In Your Community,Program Management,program-management,,2015 BMR September,2015-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2015-09-kick.pdf,https://texasbandmasters.org/document-library/
8296,Making An Eternal Impact On Your Students,Motivation/Inspiration,motivation-inspiration,,2019 BMR September,2019-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_09_yee.pdf,https://texasbandmasters.org/document-library/
9117,Making an Impact!,Motivation/Inspiration,motivation-inspiration,,2013 BMR September,2013-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2013-09-gilmore.pdf,https://texasbandmasters.org/document-library/
8914,Making Efficient Use of Your Warm-up Time at Marching Contest,Marching Band,marching-band,,2015 BMR September,2015-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2015-09-johnson.pdf,https://texasbandmasters.org/document-library/
12131,Making It Work-with Harlingen HS Jazz,Jazz,jazz,Ronnie Rios,2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-rios1.pdf,https://texasbandmasters.org/document-library/
7790,Making Music the Centerpiece of Your Marching Band Season,Marching Band,marching-band,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Sealy.pdf,https://texasbandmasters.org/document-library/
9593,Making Musical Decisions Session 3 Conducting-The Gateway to Expression,Conducting/Literature/Artistry; Featured Clinician,conducting-literature-artistry; featured-clinician,,2009 TBA Handout,2009-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-haithcock.pdf,https://texasbandmasters.org/document-library/
8833,Making the Best Use of Your Warm-up Time at Marching Contest,Marching Band,marching-band,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_johnson.pdf,https://texasbandmasters.org/document-library/
8432,Making the Big Band a School’s Best Friend,Jazz,jazz,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Making-the-Big-Band-a-Schools-Best-Friend-Rios.pdf,https://texasbandmasters.org/document-library/
9898,Making Your Band Better Without Saying a Word,Conducting/Literature/Artistry,conducting-literature-artistry,,2005 BMR March,2005-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-03-schueller1.pdf,https://texasbandmasters.org/document-library/
9955,Making Your Band Better Without Saying a Word: Ten Steps to Becomming a More Effective Conductor,Conducting/Literature/Artistry,conducting-literature-artistry,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-schueller1.pdf,https://texasbandmasters.org/document-library/
8203,Making Your Show Memorable,Marching Band,marching-band,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Making-Your-Show-Memorable-Gary-Markham.pdf,https://texasbandmasters.org/document-library/
9868,Mallet Percussion: A Successful Beginning,Beginner Band-Percussion,beginner-band-percussion-2,,2005 BMR December,2005-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-12-rubins1.pdf,https://texasbandmasters.org/document-library/
11960,Mallet Percussion: A Successful Beginning,Beginner Band-Percussion,beginner-band-percussion-2,Sherry Rubins,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-rubins1.pdf,https://texasbandmasters.org/document-library/
9519,"Managing the Three Ring Circus: Marching, Concert, & Jazz Bands",Program Management,program-management,,2010 TBA Handout,2010-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-alvarado.pdf,https://texasbandmasters.org/document-library/
9843,Marches Are Music!,Conducting/Literature/Artistry,conducting-literature-artistry,,2006 TBA Handout,2006-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2006-chevallard1.pdf,https://texasbandmasters.org/document-library/
8916,Marching Band and Sun…A Dangerous Combination!,Marching Band,marching-band,,2015 BMR September,2015-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2015-09-jenkins.pdf,https://texasbandmasters.org/document-library/
11944,Marching Band Arranging Concepts,Marching Band,marching-band,Pete Lengyel,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-lengyel1.pdf,https://texasbandmasters.org/document-library/
8979,Marching Band at Claudia Taylor Johnson High School What We Like and What Works For Us…,Marching Band,marching-band,,2014 BMR September,2014-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2014-09-lipman.pdf,https://texasbandmasters.org/document-library/
8835,Marching Band Audio,Marching Band,marching-band,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_mlynczak.pdf,https://texasbandmasters.org/document-library/
9174,Marching Band Basics with the Canton High School Band,Marching Band,marching-band,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_toups.pdf,https://texasbandmasters.org/document-library/
8090,Marching Band Strategies for Achieving Success in a Small School,Marching Band,marching-band,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_sours.pdf,https://texasbandmasters.org/document-library/
8575,Marching Band Technique with Flower Mound HS Marching Band,Marching Band,marching-band,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Biskup-Brent-Harvey-Jana-Marching-Band-Technique-with-Flower-Mound-HS-Marching-Band.pdf,https://texasbandmasters.org/document-library/
9032,Marching Band Techniques for the Small School,Marching Band; Small School,marching-band; small-school,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Rhodes-Marching-Band-Techniques-for-the-Small-School.pdf,https://texasbandmasters.org/document-library/
8091,Marching Band Techniques with the Vandegrift High School Band,Marching Band,marching-band,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_howard.pdf,https://texasbandmasters.org/document-library/
9388,Marching Band Triage: Dealing With and Learning From Marching “Emergencies”,Marching Band,marching-band,,2011 BMR September,2011-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2011-09-watson.pdf,https://texasbandmasters.org/document-library/
8205,Marching Band with Canton HS Band,Marching Band,marching-band,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Marching-Band-with-Canton-HS-Band-Mike-Bartley-Madison-Fowler.pdf,https://texasbandmasters.org/document-library/
8019,Marching Design for Small Schools,Marching Band,marching-band,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_honeycutt.pdf,https://texasbandmasters.org/document-library/
9413,Marching Evaluation and Advanced Fundamentals,Marching Band,marching-band,,2011 TBA Handout,2011-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2011_johnson_2.pdf,https://texasbandmasters.org/document-library/
8577,Marching Percussion Concepts with the Flower Mound Drumline,Marching Percussion,marching-percussion-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Hicks-Darrin-Schweitzer-Marching-Percussion-Concepts-with-the-Flower-Mound-Drumline.pdf,https://texasbandmasters.org/document-library/
8020,Marching Procedures for Excellence,Marching Band,marching-band,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_armstrong.pdf,https://texasbandmasters.org/document-library/
9176,Marching Technique from Day 1,Marching Band,marching-band,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_troyka_schayot.pdf,https://texasbandmasters.org/document-library/
9178,Mariachi in the Band Program: The Pros and Cons,Mariachi,mariachi,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_nino_molina_torres_vela.pdf,https://texasbandmasters.org/document-library/
8148,Mariachi Rhythmic and Melodic Concepts,Mariachi,mariachi,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_hern-ndez.pdf,https://texasbandmasters.org/document-library/
8093,"Mariachi Success: Creating, Establishing, and Believing the Process to Realizing the Outcome",Mariachi,mariachi,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_bermea.pdf,https://texasbandmasters.org/document-library/
7792,Mariachi Trumpet Pedagogy and Stylistic Interpretation,Mariachi,mariachi,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Bermea.pdf,https://texasbandmasters.org/document-library/
8882,Mariachi: The Origin of the Word,Mariachi,mariachi,,2015 BMR April,2015-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2015-04-ricketts.pdf,https://texasbandmasters.org/document-library/
8579,Matching Minds to Music: Building the Case for Teaching in Challenging Environments,Pedagogy-Ensemble,pedagogy-ensemble-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-cooper.pdf,https://texasbandmasters.org/document-library/
8207,Maximizing Efficiency in Fundamentals and Rehearsal with the Vista Ridge Band,Marching Band,marching-band,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Maximizing-Efficiency-in-Fundamentals-and-Rehearsal-with-the-Vista-Ridge-Band-Bryan-Christian-and-staff.pdf,https://texasbandmasters.org/document-library/
9415,"Maximizing Rehearsal Time: Priorities, Processes and Techniques that Produce Immediately and Long Term",Pedagogy,pedagogy,,2011 TBA Handout,2011-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2011_nail.pdf,https://texasbandmasters.org/document-library/
8434,"Maximizing Student Engagement, Advocating for Your Program and Getting the Most Out of the T-TESS Process",General,general,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Maximizing-Student-Engagement-Advocating-for-Your-Program-Gettin-the-Most-Out-of-the-TTES-Process-Jennison-Parsons.pdf,https://texasbandmasters.org/document-library/
8689,Maximizing Student Motivation,Motivation/Inspiration,motivation-inspiration,,2016 BMR September,2016-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2016-09-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
8127,Measuring Success,Health/Wellness,health-wellness,,2022 BMR September,2022-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_9_drinkwater.pdf,https://texasbandmasters.org/document-library/
9540,Meet The Masters of East Texas,Band History,band-history,,2009 BMR December,2009-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-12-hagood.pdf,https://texasbandmasters.org/document-library/
9595,Meet the Masters-Living Legends of East Texas,Band History,band-history,,2009 TBA Handout,2009-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-hagood.pdf,https://texasbandmasters.org/document-library/
8021,Mentor or Dementor – How to Develop and Retain Young Teachers,General,general,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_hughes.pdf,https://texasbandmasters.org/document-library/
9823,Mentoring the First Year Teacher,General,general,,2006 BMR September,2006-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2006-09-miller1.pdf,https://texasbandmasters.org/document-library/
8581,Mentoring: It’s Not Just for Kids! The Head Director’s Role in Mentoring Their Assistants,General,general,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Musella-Gabe-Mentoring-Its-Not-Just-for-Kids-The-Head-Directors-Role-in-Mentoring-Their-Assistants.pdf,https://texasbandmasters.org/document-library/
8286,Mentors and Mentoring: The Key To Professional Success,General,general,,2019 BMR June,2019-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_06_lautzenheiser.pdf,https://texasbandmasters.org/document-library/
8298,Mentors Help Lead The Way To Success,General,general,,2019 BMR September,2019-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_09_jackson.pdf,https://texasbandmasters.org/document-library/
9292,Methods and Strategies for a Winning Marching Band,Marching Band,marching-band,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_namb.pdf,https://texasbandmasters.org/document-library/
8064,Metronome Click Tracks for ALL-LEVELS of Rehearsals and Performance,Technology,technology,,2023 BMR April,2023-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_4_vela.pdf,https://texasbandmasters.org/document-library/
8094,Middle School Jazz Ensemble Rehearsal Techniques,Jazz,jazz,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_uribe.pdf,https://texasbandmasters.org/document-library/
8022,Military Drill Charting Made Easy with Precision Drill Writing Software,Marching Band,marching-band,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_gaertner.pdf,https://texasbandmasters.org/document-library/
9180,Military Marching Band 101,Marching Band,marching-band,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_kelly_durham.pdf,https://texasbandmasters.org/document-library/
8209,"Military Marching Band for Directors and Adjudicators: The ABCs and I, II, IIIs?",Marching Band,marching-band,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Military-Marching-Band-for-Directors-and-Adjudicators-Steven-Moore-Weston-Fisher-Susan-Scott.pdf,https://texasbandmasters.org/document-library/
11788,Military Marching Band: Strategies and Techniques of the 2024 State Military Marching Band Champions,Marching Band,marching-band,"Chris Clifton , George Little , Jacob Ramos , Weston Fisher",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Military-Marching-Band-Strategies-2024-State-Military-Champions-Clinicians-Chris-Clifton-Weston-Fisher-George-Little-Jacob-Ramos.pdf,https://texasbandmasters.org/document-library/
8522,"Mind the Ornaments: Setting Your Students Up for Audition Success with Flams, Ruffs and Rolls",Pedagogy-Percussion,pedagogy-percussion-2,,2017 BMR September,2017-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-09-stern.pdf,https://texasbandmasters.org/document-library/
10634,More Band for your Buck!,General,general,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/More-Band-for-your-Buck.pdf,https://texasbandmasters.org/document-library/
